127.0.0.1 - - [25/Nov/2016:06:12:59 +0700] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:35:19 +0700] "GET /demoview/Adminorder?information=19%2F11%2F2016&searchtype=date&key.x=5&key.y=15&key=search HTTP/1.1" 200 3780
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:35:33 +0700] "GET /demoview/Adminorder?information=19%2F11%2F2016&searchtype=date&key.x=6&key.y=2&key=search HTTP/1.1" 200 3780
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:35:43 +0700] "GET /demoview/Adminorder?information=11%2F19%2F2016&searchtype=date&key.x=11&key.y=11&key=search HTTP/1.1" 200 3780
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:38:06 +0700] "GET /demoview/Adminorder?key=view HTTP/1.1" 200 9932
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:38:18 +0700] "GET /demoview/Adminorder?information=19%2F11%2F2016&searchtype=ordercode&key.x=13&key.y=9&key=search HTTP/1.1" 200 3818
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:39:45 +0700] "GET /demoview/Adminorder?key=view HTTP/1.1" 200 9932
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:39:46 +0700] "GET /demoview/Adminorder?key=view HTTP/1.1" 200 9932
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:39:52 +0700] "GET /demoview/Adminorder?information=19%2F11%2F2016&searchtype=date&key.x=13&key.y=8&key=search HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:40:58 +0700] "GET /demoview/Adminorder?key=view HTTP/1.1" 200 9932
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:41:05 +0700] "GET /demoview/Adminorder?information=19%2F11%2F2016&searchtype=date&key.x=9&key.y=10&key=search HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:45:32 +0700] "GET /demoview/Adminorder?key=view HTTP/1.1" 200 9924
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:45:37 +0700] "GET /demoview/Adminorder?information=19%2F11%2F2016&searchtype=date&key.x=12&key.y=10&key=search HTTP/1.1" 200 3772
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:50:02 +0700] "GET /demoview/Adminorder?key=view HTTP/1.1" 200 9924
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:50:08 +0700] "GET /demoview/Adminorder?information=19%2F11%2F2016&searchtype=date&key.x=13&key.y=7&key=search HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:51:48 +0700] "GET /demoview/Adminorder?key=view HTTP/1.1" 200 9924
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:51:55 +0700] "GET /demoview/Adminorder?information=19%2F11%2F2016&searchtype=date&key.x=7&key.y=6&key=search HTTP/1.1" 200 21
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:50 +0700] "GET /demoview/ HTTP/1.1" 503 1073
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/ HTTP/1.1" 200 12978
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/View/Style.css HTTP/1.1" 200 4961
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/cooltext167942677404796.png HTTP/1.1" 200 25372
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/mucong.jpg HTTP/1.1" 200 12982
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/cado.jpg HTTP/1.1" 200 15913
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/ghenhang.jpg HTTP/1.1" 200 16446
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/sdt.png HTTP/1.1" 200 9441
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/carticon.png HTTP/1.1" 200 1190
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/tomsu.jpg HTTP/1.1" 200 14262
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/cabacma.jpg HTTP/1.1" 200 12784
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/bachtuoc.jpg HTTP/1.1" 200 15722
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/tomhum.jpg HTTP/1.1" 200 10725
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/mucla.jpg HTTP/1.1" 200 8182
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/cacang.jpg HTTP/1.1" 200 12836
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/ghe3phen.jpg HTTP/1.1" 200 19368
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/logofb.jpg HTTP/1.1" 200 2191
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/cangu.jpg HTTP/1.1" 200 16608
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/solong.jpg HTTP/1.1" 200 15533
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/mucnan.jpg HTTP/1.1" 200 11405
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/canuc.jpg HTTP/1.1" 200 14256
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:52:57 +0700] "GET /demoview/hinhanh/bg_title.png HTTP/1.1" 200 2421
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:53:00 +0700] "GET /demoview/admin/Admin_Login.jsp HTTP/1.1" 200 659
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:53:05 +0700] "POST /demoview/Adminlogin HTTP/1.1" 200 3220
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:53:08 +0700] "GET /demoview/Adminorder?key=view HTTP/1.1" 200 9924
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:53:13 +0700] "GET /demoview/Adminorder?information=19%2F11%2F2016&searchtype=date&key.x=17&key.y=3&key=search HTTP/1.1" 200 3772
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:53:28 +0700] "GET /demoview/Adminorder?information=19%2F11%2F2016&searchtype=date&key.x=11&key.y=8&key=search HTTP/1.1" 200 3772
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:54:00 +0700] "GET /demoview/Adminorder?key=view HTTP/1.1" 200 9924
0:0:0:0:0:0:0:1 - - [25/Nov/2016:06:54:05 +0700] "GET /demoview/Adminorder?information=19%2F11%2F2016&searchtype=date&key.x=12&key.y=8&key=search HTTP/1.1" 200 4403
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:34:39 +0700] "GET /demoview/NewFile.html HTTP/1.1" 200 1135
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:34:39 +0700] "GET /demoview/js/jquery-1.10.2.min.js%22 HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:34:56 +0700] "GET /demoview/NewFile.html HTTP/1.1" 200 1135
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:34:56 +0700] "GET /demoview/js/jquery-1.10.2.min.js%22 HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:37:10 +0700] "GET /demoview/ HTTP/1.1" 200 12978
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:39:56 +0700] "GET /demoview/NewFile.html HTTP/1.1" 200 1241
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:39:57 +0700] "GET /demoview/$%7BpageContext.request.contextPath%7D/admin/Adminstyle.css HTTP/1.1" 404 1130
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:39:57 +0700] "GET /demoview/js/jquery-1.10.2.min.js%22 HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:40:03 +0700] "GET /demoview/$%7BpageContext.request.contextPath%7D/admin/Adminstyle.css HTTP/1.1" 404 1130
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:40:08 +0700] "GET /demoview/js/jquery-1.10.2.min.js%22 HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:41:04 +0700] "GET /demoview/NewFile.html HTTP/1.1" 200 1242
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:41:04 +0700] "GET /demoview/js/jquery-1.10.2.min.js HTTP/1.1" 200 93619
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:41:04 +0700] "GET /demoview/$%7BpageContext.request.contextPath%7D/admin/Adminstyle.css HTTP/1.1" 404 1130
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:41:19 +0700] "GET /demoview/$%7BpageContext.request.contextPath%7D/admin/Adminstyle.css HTTP/1.1" 404 1130
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:41:50 +0700] "GET /demoview/NewFile.html HTTP/1.1" 200 1207
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:41:53 +0700] "GET /demoview/NewFile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:42:23 +0700] "GET /demoview/hinhanh/not-available.png HTTP/1.1" 200 288
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:42:23 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:47:00 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:47:11 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:47:13 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:47:15 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:48:31 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:48:33 +0700] "GET /demoview/NewFile.html HTTP/1.1" 200 1205
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:48:36 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:48:36 +0700] "GET /demoview/hinhanh/not-available.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:48:38 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:48:41 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:48:43 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:48:46 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:48:48 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:48:53 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:49:52 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:49:54 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:49:55 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:49:57 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:50:00 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:56:26 +0700] "GET /demoview/NewFile.html HTTP/1.1" 200 1205
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:56:30 +0700] "GET /demoview/hinhanh/not-available.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:56:30 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:56:31 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:56:53 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 404 1046
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:57:37 +0700] "GET /demoview/NewFile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:57:40 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:57:41 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:58:03 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:58:09 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:58:19 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:58:21 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:58:28 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 35
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:58:28 +0700] "GET /demoview/hinhanh/available.png HTTP/1.1" 200 883
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:58:40 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:07:58:42 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:18:16 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:18:17 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 35
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:19:03 +0700] "GET /demoview/View/NewFile.html HTTP/1.1" 200 1205
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:19:04 +0700] "GET /demoview/View/admin/Adminstyle.css HTTP/1.1" 404 1062
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:19:04 +0700] "GET /demoview/View/js/jquery-1.10.2.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:19:14 +0700] "GET /demoview/View/admin/Adminstyle.css HTTP/1.1" 404 1062
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:19:17 +0700] "GET /demoview/View/js/jquery-1.10.2.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:21:00 +0700] "GET /demoview/View/NewFile.html HTTP/1.1" 200 1275
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:21:00 +0700] "GET /demoview/View/$%7BpageContext.request.contextPath%7D/admin/Adminstyle.css HTTP/1.1" 404 1140
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:21:00 +0700] "GET /demoview/View/$%7BpageContext.request.contextPath%7D/js/jquery-1.10.2.min.js HTTP/1.1" 404 1146
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:21:06 +0700] "GET /demoview/View/NewFile.jsp HTTP/1.1" 200 1225
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:21:28 +0700] "GET /demoview/View/hinhanh/not-available.png HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:21:28 +0700] "POST /demoview/View/CheckEmailServlet HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:21:29 +0700] "POST /demoview/View/CheckEmailServlet HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:21:29 +0700] "GET /demoview/View/hinhanh/not-available.png HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:21:31 +0700] "GET /demoview/View/hinhanh/not-available.png HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:21:31 +0700] "POST /demoview/View/CheckEmailServlet HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:21:34 +0700] "POST /demoview/View/CheckEmailServlet HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:21:34 +0700] "GET /demoview/View/hinhanh/not-available.png HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:22:38 +0700] "GET /demoview/View/NewFile.jsp HTTP/1.1" 200 1245
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:22:42 +0700] "GET /demoview/hinhanh/not-available.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:22:42 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:22:42 +0700] "GET /demoview/View/hinhanh/not-available.png HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:22:47 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:22:47 +0700] "GET /demoview/View/hinhanh/not-available.png HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:23:04 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:23:04 +0700] "GET /demoview/View/hinhanh/not-available.png HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:23:17 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:23:17 +0700] "GET /demoview/View/hinhanh/not-available.png HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:23:20 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:23:20 +0700] "GET /demoview/View/hinhanh/not-available.png HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:23:22 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:23:22 +0700] "GET /demoview/View/hinhanh/not-available.png HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:23:24 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:23:24 +0700] "GET /demoview/View/hinhanh/not-available.png HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:24:13 +0700] "GET /demoview/View/NewFile.jsp HTTP/1.1" 200 1245
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:24:17 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:24:18 +0700] "GET /demoview/View/hinhanh/not-available.png HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:24:21 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 74
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:24:21 +0700] "GET /demoview/View/$%7BpageContext.request.contextPath%7D/hinhanh/not-available.png HTTP/1.1" 404 1150
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:24:23 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 74
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:24:23 +0700] "GET /demoview/View/$%7BpageContext.request.contextPath%7D/hinhanh/not-available.png HTTP/1.1" 404 1150
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:25:01 +0700] "GET /demoview/View/$%7BpageContext.request.contextPath%7D/hinhanh/not-available.png HTTP/1.1" 404 1150
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:25:39 +0700] "GET /demoview/View/NewFile.jsp HTTP/1.1" 200 1245
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:25:46 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 74
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:25:46 +0700] "GET /demoview/View/$%7BpageContext.request.contextPath%7D%22/hinhanh/not-available.png%22 HTTP/1.1" 404 1162
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:25:57 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 74
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:25:57 +0700] "GET /demoview/View/$%7BpageContext.request.contextPath%7D%22/hinhanh/not-available.png%22 HTTP/1.1" 404 1162
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:38:21 +0700] "GET /demoview/View/NewFile.jsp HTTP/1.1" 200 1245
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:38:25 +0700] "GET /demoview/hinhanh/not-available.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:38:25 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 49
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:38:27 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 49
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:38:29 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 49
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:38:31 +0700] "POST /demoview/CheckEmailServlet HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [25/Nov/2016:08:38:31 +0700] "GET /demoview/hinhanh/available.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:10:06 +0700] "GET /demoview/ HTTP/1.1" 200 12978
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:10:08 +0700] "GET /demoview/sanphamtheoloai?type=productCode&productId=tom1 HTTP/1.1" 200 5896
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:10:08 +0700] "GET /demoview/Style.css HTTP/1.1" 404 1030
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:10:10 +0700] "POST /demoview/Cart?productId=tom1&productName=T%C3%B4m%20c%C3%A0ng%20xanh%20nh%E1%BB%8F&price=100000&image=tomhum.jpg%20%20%20%20%20%20%20%20%20%20&sale=0 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:10:10 +0700] "GET /demoview/ HTTP/1.1" 200 12978
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:10:11 +0700] "GET /demoview/Cart?command=gi%E1%BB%8F%20h%C3%A0ng HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:10:12 +0700] "GET /demoview/View/Cartview.jsp HTTP/1.1" 200 4810
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:10:12 +0700] "GET /demoview/View/View/Style.css HTTP/1.1" 404 1050
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:10:12 +0700] "GET /demoview/hinhanh/remove.png HTTP/1.1" 200 1213
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:10:12 +0700] "GET /demoview/View/View/Style.css HTTP/1.1" 404 1050
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:10:20 +0700] "GET /demoview/View/Cart?command=gi%E1%BB%8F%20h%C3%A0ng HTTP/1.1" 404 1030
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:10:39 +0700] "GET /demoview/Cart?command=gi%E1%BB%8F%20h%C3%A0ng HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:10:39 +0700] "GET /demoview/View/Cartview.jsp HTTP/1.1" 200 4810
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:10:39 +0700] "GET /demoview/View/View/Style.css HTTP/1.1" 404 1050
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:11:13 +0700] "GET /demoview/ HTTP/1.1" 200 12978
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:11:13 +0700] "GET /demoview/Cart?command=gi%E1%BB%8F%20h%C3%A0ng HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Nov/2016:09:11:13 +0700] "GET /demoview/View/Cartview.jsp HTTP/1.1" 200 4810
